bite_date,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,main_color,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,ResultsIDDesc
4/8/2015 00:00,DOG,PIT BULL,,BROWN,BROWN BLK,,,40211,,BODY,,,,,
4/9/2015 00:00,DOG,PIT BULL,MALE,GRAY,GRAY,1,3/16/2015 00:00,40210,,BODY,,,,,
4/9/2015 00:00,DOG,PIT BULL,MALE,WHITE,WHITE,,,40208,,BODY,,,,,
4/8/2015 00:00,DOG,DACHSHUND,MALE,RED,REDDISH BR,1,1/2/2015 00:00,40291,,UNKNOWN,,,,,
4/9/2015 00:00,DOG,,MALE,WHITE,WHITE/BROW,,,40216,,BODY,,,,,
4/13/2015 00:00,CAT,,FEMALE,BLACK,BLACK,3,4/30/2015 00:00,40206,,BODY,,,,,
4/12/2015 00:00,CAT,,FEMALE,GRAY,GRAY,3,5/15/2015 00:00,40299,,BODY,,,,,
4/12/2015 00:00,DOG,,,BROWN,BROWN/WHIT,,,,,BODY,,,,,
4/12/2015 00:00,DOG,,MALE,BLACK,BLACK/WHIT,,,40216,,BODY,,,,,
4/10/2015 00:00,CAT,,MALE,BLACK,BLK WHT,,,40059,,BODY,,,,,
4/9/2015 00:00,DOG,,,,,,,40059,,BODY,,,,,
4/12/2015 00:00,DOG,,MALE,WHITE,WHITE,1,11/15/2014 00:00,40229,,UNKNOWN,,,,,
4/11/2015 00:00,DOG,PIT BULL,MALE,BRINDLE,BRINDLE,,3/15/2015 00:00,40212,,BODY,,,,,
4/13/2015 00:00,DOG,POODLE,MALE,BLACK,BLACK,1,5/13/2014 00:00,40207,,BODY,,,,,
4/10/2015 00:00,DOG,PIT BULL,MALE,BRINDLE,BRINDLE,1,5/1/2014 00:00,36877,,BODY,,,,,
4/11/2015 00:00,DOG,AAUST. TERR.,FEMALE,BLACK,BLK WHITE,,,40206,,BODY,,,,,
4/11/2015 00:00,DOG,CANE CORSO,,BROWN,BRN WHITE,,,40211,,BODY,,,,,
4/14/2015 00:00,DOG,,,,,,,40218,,BODY,,,,,
4/13/2015 00:00,DOG,,,,,,,40211,,BODY,,,,,
4/15/2015 00:00,DOG,BORDER COLLIE,FEMALE,BLACK,BLACK,1,3/28/2015 00:00,40228,,BODY,,,,,
4/15/2015 00:00,DOG,,,BLACK,BLACK/WHIT,3,12/5/2013 00:00,40215,,BODY,,,,,
4/16/2015 00:00,CAT,,,BLACK,BLACK/WHTE,,,40215,,BODY,,,,,
4/16/2015 00:00,DOG,,MALE,BROWN,BROWN,,,40245,,BODY,,,,,
4/18/2015 00:00,DOG,PIT BULL,FEMALE,GRAY,GRY WHITE,3,4/1/2014 00:00,40217,,BODY,,,,,
4/18/2015 00:00,DOG,,,,,,,40229,,BODY,,,,,
4/18/2015 00:00,DOG,ST BERNARD,MALE,WHITE,WHITE BRN,1,5/8/2015 00:00,40216,,HEAD,,,,,
4/18/2015 00:00,DOG,,MALE,WHITE,WHITE,,1/24/2015 00:00,40241,,HEAD,,,,,
4/18/2015 00:00,CAT,,,CALICO,CALICO,,,40214,,UNKNOWN,,,,,
4/17/2015 00:00,DOG,PIT BULL,MALE,BLACK,BLACK,1,12/18/2014 00:00,40206,,BODY,,,,,
4/15/2015 00:00,DOG,BLUE HEELER,FEMALE,BLUE,BLUE RED,1,8/25/2014 00:00,40272,NO,UNKNOWN,,RELEASED,,4/28/2015 00:00,
4/19/2015 00:00,DOG,GREAT DANE,FEMALE,BLUE,BLUE,1,8/21/2014 00:00,40229,,UNKNOWN,,,,,
4/18/2015 00:00,DOG,DACHSHUND,MALE,BROWN,COOPER,1,12/31/2014 00:00,40223,,UNKNOWN,,,,,
4/20/2015 00:00,DOG,GERM SHEPHERD,MALE,ORANGE,ORANGE,1,12/1/2014 00:00,40245,,BODY,,,,,
4/11/2015 00:00,DOG,COLLIE,MALE,WHITE,WHITE TAN,1,7/8/2014 00:00,40220,,BODY,,,,,
4/16/2015 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BRN BLK,,,40228,,HEAD,,,,,
4/17/2015 00:00,DOG,LABRADOR RETRIV,MALE,YELLOW,YELLOW,1,4/28/2015 00:00,47150,,BODY,,,,,
4/14/2015 00:00,DOG,PIT BULL,MALE,BROWN,BRN WHT,,,40215,,BODY,,,,,
4/18/2015 00:00,DOG,PIT BULL,FEMALE,WHITE,WHITE BR,1,4/29/2015 00:00,40219,,BODY,,,,4/28/2015 00:00,
4/12/2015 00:00,CAT,,FEMALE,GRAY,GRAY,,,40204,,BODY,,,,,
4/15/2015 00:00,DOG,PIT BULL,FEMALE,BLACK,BLK WHT,,,40258,,BODY,,,,,
4/12/2015 00:00,CAT,,MALE,GRAY,GRAY WHIT,,3/6/2015 00:00,40215,,BODY,,,,,
4/18/2015 00:00,CAT,,MALE,TABBY,TABBY,,,40215,,BODY,,,,,
4/22/2015 00:00,DOG,BEAGLE,FEMALE,WHITE,WHIT BRN B,1,6/11/2015 00:00,40214,,,,,,5/4/2015 00:00,
4/22/2015 00:00,,,,,,,,,,BODY,,,,,
4/23/2015 00:00,DOG,PIT BULL,,BLACK,BLK WHT BR,,,40222,,UNKNOWN,,,,,
4/24/2015 00:00,CAT,,FEMALE,,,,,40241,,BODY,,,,,
4/24/2015 00:00,DOG,PIT BULL,,BLACK,BLACK,,,40241,,UNKNOWN,,,,,
4/24/2015 00:00,DOG,PIT BULL,MALE,BLACK,BLACK,1,4/25/2015 00:00,40212,,BODY,,,,,
4/24/2015 00:00,DOG,PIT BULL,,BLACK,BLACK,,,40220,,BODY,,,,,
4/24/2015 00:00,,,,,,,,,,BODY,,,,5/7/2015 00:00,
4/26/2015 00:00,DOG,MASTIF,MALE,,,1,5/19/2015 00:00,40245,,BODY,,,,,
4/24/2015 00:00,DOG,,,,,,,40217,,BODY,,,,,
4/22/2015 00:00,DOG,BOXER,FEMALE,BRINDLE,BRINDLE,1,5/12/2015 00:00,40291,,UNKNOWN,,,,,
4/18/2015 00:00,DOG,,FEMALE,TRICOLOR,TRICOLOR,1,6/2/2015 00:00,40218,,,,,,4/28/2015 00:00,
4/17/2015 00:00,DOG,PIT BULL,FEMALE,BROWN,BRN WHITE,1,5/17/2016 00:00,40216,,BODY,,,,,
4/26/2015 00:00,DOG,CANE CORSO,FEMALE,BLUE,BLUE,1,6/19/2015 00:00,40272,,BODY,,,,5/6/2015 00:00,
4/15/2015 00:00,DOG,PIT BULL,FEMALE,BLACK,BLACK,,,,,BODY,,,,,
4/26/2015 00:00,DOG,CHICHAUHUA,MALE,TAN,TAN WHT,,,40258,,BODY,,,,,
4/25/2015 00:00,CAT,,MALE,GRAY,GRAY,,,40216,,BODY,,,,,
4/22/2015 00:00,CAT,,FEMALE,ORANGE,ORANGE,,,40215,,BODY,,,,,
4/24/2015 00:00,DOG,YORKSHIRE TERRIER,MALE,BROWN,BRM GRY,,,40206,,BODY,,,,,
4/24/2015 00:00,DOG,BLACK LAB,FEMALE,BLACK,BLACK,1,5/5/2015 00:00,40272,,BODY,,,,,
4/27/2015 00:00,CAT,,,,,3,10/22/2014 00:00,40245,,UNKNOWN,,,,,
4/27/2015 00:00,DOG,SAMOYED,MALE,WHITE,WHITE,3,5/17/2012 00:00,40291,,BODY,,,,,
4/27/2015 00:00,DOG,LABRADOR RETRIV,MALE,BROWN,BROWN,3,7/31/2013 00:00,40241,,UNKNOWN,,,,,
4/28/2015 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BROWN,1,8/12/2014 00:00,40222,,BODY,,,,,
4/28/2015 00:00,DOG,BLUE HEELER,MALE,BLACK,BLK GRY,1,7/24/2014 00:00,40219,,BODY,,,,,
4/21/2015 00:00,DOG,SHIH TZU,,,,,,40218,,BODY,,,,,
4/28/2015 00:00,DOG,BOXER,FEMALE,BROWN,BRN WHITE,1,6/16/2015 00:00,40219,,HEAD,,,,5/12/2015 00:00,
4/29/2015 00:00,DOG,PIT BULL,MALE,BLACK,BLACF,1,2/10/2015 00:00,40207,,BODY,,,,,
4/29/2015 00:00,DOG,BOXER,FEMALE,BROWN,BRN WHITE,1,3/20/2015 00:00,40299,,BODY,,,,,
4/29/2015 00:00,DOG,PIT BULL,,BROWN,BROWN,3,6/13/2013 00:00,40118,,BODY,,,,,
4/26/2015 00:00,DOG,GERM SHEPHERD,MALE,BLACK,BLACK,1,8/8/2014 00:00,28103,,BODY,,,,,
4/27/2015 00:00,DOG,RAT TERRIER,MALE,BLACK,BLK WHT,1,12/23/2014 00:00,40165,,BODY,,,,,
4/28/2015 00:00,DOG,BOXER,MALE,BRINDLE,BRINDLE,,,40229,,BODY,,,,,
4/28/2015 00:00,DOG,CANE CORSO,MALE,BRINDLE,BRINDLE,1,2/10/2015 00:00,40299,,HEAD,,,,6/10/2015 00:00,
4/29/2015 00:00,CAT,,MALE,GRAY,GRAY,3,4/12/2013 00:00,40206,NO,BODY,,RELEASED,,5/13/2015 00:00,
4/29/2015 00:00,CAT,,MALE,BROWN,GRAY BROWN,1,5/20/2015 00:00,40205,NO,UNKNOWN,,RELEASED,,,
4/30/2015 00:00,DOG,,,BRINDLE,BRINDLE,,,40014,YES,BODY,,UNKNOWN,,,
4/30/2015 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BLCK BROWN,,1/3/2015 00:00,,NO,UNKNOWN,,RELEASED,,5/11/2015 00:00,
5/2/2015 00:00,DOG,FRENCH BULLDOG,MALE,WHITE,WHITE,1,4/13/2015 00:00,40299,NO,HEAD,5/6/2015 00:00,RELEASED,,5/12/2015 00:00,
5/1/2015 00:00,DOG,CHOW CHOW,FEMALE,BROWN,BROWN,1,5/16/2015 00:00,40258,NO,HEAD,5/4/2015 00:00,RELEASED,,5/11/2015 00:00,
5/3/2015 00:00,DOG,,FEMALE,WHITE,WHIT BRN,,,40299,YES,HEAD,,UNKNOWN,,,
5/1/2201 00:00,DOG,DACHSHUND,MALE,BROWN,BROWN,1,5/19/2015 00:00,40229,NO,BODY,,RELEASED,,5/11/2015 00:00,
5/2/2015 00:00,DOG,,MALE,BLACK,BLK WHITE,1,5/30/2015 00:00,40218,NO,UNKNOWN,,RELEASED,,5/12/2015 00:00,
5/2/2015 00:00,DOG,MASTIF,MALE,WHITE,WHITE BRN,1,3/3/2015 00:00,40291,NO,UNKNOWN,,RELEASED,,5/13/2015 00:00,
5/3/2015 00:00,DOG,DOTSON,FEMALE,RED,RED,1,9/14/2014 00:00,40245,NO,BODY,,RELEASED,,5/13/2015 00:00,
5/2/2015 00:00,DOG,AAUST. TERR.,MALE,RED,RED,1,5/18/2015 00:00,40204,NO,BODY,,RELEASED,,5/12/2015 00:00,
5/3/2015 00:00,DOG,ROTTWEILER,MALE,BLACK,BLCK BRN,,,40229,YES,BODY,,UNKNOWN,,,
5/1/2015 00:00,DOG,AAUST. TERR.,MALE,BROWN,BROWN,3,8/3/2013 00:00,,NO,BODY,,RELEASED,,5/11/2015 00:00,
4/28/2015 00:00,CAT,,UNKNOWN,,,,,40214,NO,BODY,,UNKNOWN,,,
5/3/2015 00:00,DOG,,MALE,WHITE,WHITE,1,5/31/2014 00:00,40241,NO,BODY,,RELEASED,,5/15/2015 00:00,
4/30/2015 00:00,DOG,COLLIE,FEMALE,WHITE,WHITE,1,6/5/2014 00:00,47129,NO,BODY,,RELEASED,,5/11/2015 00:00,
5/2/2015 00:00,DOG,PIT BULL,MALE,BRINDLE,BRINDLE,1,2/4/2015 00:00,40229,NO,BODY,,RELEASED,,5/13/2015 00:00,
5/3/2015 00:00,DOG,GERM SHEPHERD,MALE,BLUE,BLUE BRN,1,5/20/2015 00:00,40272,NO,HEAD,,RELEASED,,5/13/2015 00:00,
4/25/2015 00:00,CAT,,MALE,BLACK,BLK WHT,,,40291,NO,BODY,,RELEASED,,5/6/2015 00:00,
5/1/2015 00:00,DOG,PIT BULL,MALE,TAN,TAN WHT,3,4/2/2015 00:00,40215,NO,BODY,,RELEASED,,5/12/2015 00:00,
5/1/2015 00:00,DOG,BEAGLE,FEMALE,TRICOLOR,TRI,,,40065,,BODY,,,,5/18/2015 00:00,
4/26/2015 00:00,DOG,PIT BULL,MALE,RED,RED WHITE,,,40212,,BODY,,,,,
4/29/2015 00:00,DOG,PIT BULL,MALE,BROWN,BROWN,1,10/15/2014 00:00,40229,,BODY,,,,5/11/2015 00:00,
4/26/2015 00:00,DOG,BEAGLE,MALE,,,,,40059,,BODY,,,,,
5/1/2015 00:00,DOG,BOXER,MALE,BROWN,BRN BLCK,3,6/17/2013 00:00,40204,NO,BODY,,RELEASED,,5/15/2015 00:00,
5/1/2015 00:00,CAT,,MALE,BLACK,BLACK,,,40245,NO,UNKNOWN,,,,,
5/1/2015 00:00,CAT,,MALE,BLACK,BLCK,,,40241,NO,BODY,,RELEASED,,5/19/2015 00:00,
5/5/2015 00:00,DOG,PIT BULL,,RED,RED NOSE,,,40216,YES,UNKNOWN,,UNKNOWN,,,
5/5/2015 00:00,DOG,POODLE,MALE,BLACK,BLACK,1,11/12/2014 00:00,40216,NO,UNKNOWN,,RELEASED,,5/18/2015 00:00,
5/6/2015 00:00,DOG,BULL DOG,MALE,TAN,TAN,1,6/14/2014 00:00,40214,NO,UNKNOWN,,RELEASED,,5/15/2015 00:00,
5/7/2015 00:00,DOG,SIBERAN HUSKY,MALE,WHITE,WHITE BROW,,,40210,,BODY,,,,5/20/2015 00:00,
5/6/2015 00:00,DOG,PIT BULL,FEMALE,GRAY,GREY WHITE,,,40203,YES,BODY,,UNKNOWN,,,
5/4/2015 00:00,DOG,LABRADOR RETRIV,FEMALE,BLACK,BLK WHT,3,2/9/2015 00:00,40299,NO,HEAD,5/8/2015 00:00,RELEASED,,5/15/2015 00:00,
4/23/2015 00:00,CAT,,FEMALE,CALICO,CALICO,,,40216,YES,UNKNOWN,,UNKNOWN,,,
5/8/2015 00:00,DOG,,MALE,BRINDLE,BRINDLE/WH,,,40258,NO,HEAD,,UNKNOWN,,,
5/9/2015 00:00,DOG,,MALE,BROWN,BROWN,1,5/22/2015 00:00,40218,NO,BODY,,RELEASED,,5/21/2015 00:00,
5/8/2015 00:00,DOG,GERM SHEPHERD,,,,,,40245,,BODY,,,,,
5/15/2015 00:00,DOG,PIT BULL,,GRAY,GRY/WHT,,,40291,YES,UNKNOWN,,UNKNOWN,,,
5/10/2015 00:00,DOG,POODLE,UNKNOWN,GRAY,GREY,,,40219,YES,BODY,,UNKNOWN,,,
5/8/2015 00:00,CAT,,MALE,BROWN,BROWN,3,11/1/2014 00:00,40223,NO,UNKNOWN,,RELEASED,,5/18/2015 00:00,
,BAT,,,,,,,40215,,,,,,,
5/11/2015 00:00,CAT,,,,,,,40203,YES,BODY,,UNKNOWN,,,
5/11/2015 00:00,DOG,,FEMALE,BLACK,BLK BRN,1,2/1/2014 00:00,40272,NO,UNKNOWN,,RELEASED,,5/21/2015 00:00,
5/12/2015 00:00,DOG,,,WHITE,WHT/BRN,,,40203,YES,BODY,,UNKNOWN,,,
5/8/2015 00:00,DOG,BOXER,FEMALE,BROWN,BRN WHT,,,40272,YES,BODY,,DIED,,,
5/8/2015 00:00,DOG,GERM SHEPHERD,MALE,BLACK,BLACK,1,5/31/2014 00:00,40215,NO,BODY,,RELEASED,,5/18/2015 00:00,
5/6/2015 00:00,DOG,SHIH TZU,MALE,BLACK,BLK WHT,1,10/10/2014 00:00,40242,NO,BODY,,RELEASED,,5/18/2015 00:00,
5/8/2015 00:00,DOG,,MALE,GRAY,GRY WHT,1,12/23/2014 00:00,40291,NO,BODY,,RELEASED,,5/20/2015 00:00,
5/10/2015 00:00,DOG,GERM SHEPHERD,FEMALE,BLACK,BLK TAN,,5/8/2014 00:00,40291,YES,BODY,,,,,
5/10/2015 00:00,DOG,LABRADOR RETRIV,MALE,BLACK,BLACK,1,12/18/2015 00:00,40207,NO,BODY,,RELEASED,,5/22/2015 00:00,
5/9/2015 00:00,DOG,AAUST. TERR.,FEMALE,WHITE,WHT BLK,3,7/30/2013 00:00,40205,NO,BODY,,RELEASED,,5/18/2015 00:00,
5/8/2015 00:00,DOG,BOXER,MALE,BROWN,BRN WHT,,,40299,YES,HEAD,,,,,
5/10/2015 00:00,DOG,CHICHAUHUA,MALE,BLACK,BLACK,,,40212,YES,BODY,,,,,
5/12/2015 00:00,DOG,SHEEP DOG,,,,,,40210,YES,BODY,,UNKNOWN,,,
5/7/2015 00:00,CAT,,MALE,GRAY,GRAY WHITE,1,3/21/2015 00:00,40218,NO,BODY,,RELEASED,,5/19/2015 00:00,
5/12/2015 00:00,DOG,GERM SHEPHERD,,,,,,40211,YES,HEAD,,UNKNOWN,,,
5/12/2015 00:00,DOG,,,,,,,40160,YES,UNKNOWN,,,,,
5/13/2015 00:00,DOG,COLLIE,MALE,BROWN,BRN BLK WH,1,6/30/2014 00:00,40241,NO,HEAD,5/14/2015 00:00,RELEASED,,5/26/2015 00:00,
5/14/2015 00:00,DOG,COON HOUND,FEMALE,BLACK,BLACK,,6/18/2014 00:00,40150,NO,UNKNOWN,,RELEASED,,5/28/2015 00:00,
5/14/2015 00:00,DOG,LABRADOR RETRIV,FEMALE,BLACK,BLACK,3,3/5/2013 00:00,40220,NO,,,RELEASED,,5/27/2015 00:00,
5/13/2015 00:00,DOG,HUSKY,FEMALE,WHITE,WHITE,3,6/20/2015 00:00,40216,,BODY,,,,5/28/2015 00:00,
5/10/2015 00:00,DOG,,,,,,,40229,YES,BODY,,UNKNOWN,,,
5/16/2015 00:00,DOG,,MALE,BLACK,BLACK/WHIT,1,5/18/2014 00:00,40258,,BODY,,,,,
5/16/2015 00:00,DOG,PIT BULL,FEMALE,BROWN,BROWN,1,5/27/2015 00:00,,NO,BODY,,RELEASED,,5/27/2015 00:00,
5/17/2015 00:00,DOG,ENGLISH BULLDOG,FEMALE,WHITE,WHT/BRINDL,1,7/30/2014 00:00,40291,YES,BODY,,RELEASED,,5/28/2015 00:00,
5/12/2015 00:00,DOG,PIT BULL,FEMALE,BLACK,BLCK WHT,1,11/8/2014 00:00,40229,NO,BODY,,RELEASED,,5/22/2015 00:00,
5/8/2015 00:00,DOG,,FEMALE,BLACK,BLK WHT,,2/15/2013 00:00,40218,NO,BODY,,RELEASED,,5/19/2015 00:00,
5/18/2015 00:00,DOG,BEAGLE,FEMALE,BLACK,BLACK,3,3/21/2015 00:00,40245,NO,BODY,,RELEASED,,6/3/2015 00:00,
5/18/2015 00:00,DOG,PIT BULL,MALE,BLACK,BLACK,,,40213,YES,UNKNOWN,,UNKNOWN,,,
5/19/2015 00:00,DOG,GERM SHEPHERD,,,,,,40207,YES,BODY,,UNKNOWN,,,
5/18/2015 00:00,DOG,SCHNAUZER,MALE,BROWN,BROWN,1,5/1/2015 00:00,40209,NO,BODY,,RELEASED,,5/28/2015 00:00,
5/6/2015 00:00,DOG,PIT BULL,FEMALE,GRAY,GRAY WHITE,,,40203,YES,UNKNOWN,,,,,
5/12/2015 00:00,DOG,AAUST. TERR.,MALE,BRINDLE,BRINDLE,1,4/27/2015 00:00,40216,NO,BODY,,RELEASED,,5/26/2015 00:00,
5/19/2015 00:00,DOG,LABRADOR RETRIV,MALE,CHOCOLATE,CHOCOLATE,1,9/30/2014 00:00,40258,NO,BODY,,RELEASED,,5/29/2015 00:00,
5/20/2015 00:00,DOG,PIT BULL,,WHITE,WHITE,,,40208,YES,BODY,,UNKNOWN,,,
5/20/2015 00:00,DOG,SHIH TZU,,BLACK,BLK WHITE,,,40215,YES,BODY,,UNKNOWN,,,
5/20/2015 00:00,DOG,YORKSHIRE TERRIER,FEMALE,GRAY,GRY SILVER,,,40228,YES,BODY,,RELEASED,,5/31/2015 00:00,
5/21/2015 00:00,DOG,PIT BULL,,BLACK,BLACK,,,40245,YES,BODY,,UNKNOWN,,,
5/21/2015 00:00,DOG,BOXER,,BROWN,BROWN,,,40229,,BODY,,,,,
5/19/2015 00:00,DOG,SHELTIE,FEMALE,TRICOLOR,TRI,1,5/6/2015 00:00,40229,NO,UNKNOWN,,RELEASED,,5/29/2015 00:00,
5/19/2015 00:00,DOG,GERM SHEPHERD,MALE,WHITE,WHITE,3,5/2/2014 00:00,40223,NO,BODY,,RELEASED,,5/29/2015 00:00,
5/10/2015 00:00,DOG,,,,,,,40219,YES,UNKNOWN,,UNKNOWN,,,
5/22/2015 00:00,DOG,,,BLACK,BLK/WHTE,,,40242,YES,BODY,,UNKNOWN,,,
5/23/2015 00:00,DOG,BEAGLE,FEMALE,BLACK,BLK/BROWN,3,4/12/2014 00:00,40242,NO,BODY,,RELEASED,,6/3/2015 00:00,
5/23/2015 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BROWN,1,3/26/2015 00:00,40202,,,,,,6/3/2015 00:00,
5/23/2015 00:00,CAT,,,,,,,40258,,BODY,,,,,
5/23/2015 00:00,DOG,LABRADOR RETRIV,MALE,YELLOW,YELLOW,1,11/14/2014 00:00,40208,NO,BODY,,RELEASED,,6/2/2015 00:00,
5/24/2015 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BRN BLK,1,11/17/2014 00:00,40299,,UNKNOWN,,RELEASED,,6/3/2015 00:00,
5/25/2015 00:00,CAT,,MALE,,,1,5/8/2015 00:00,40291,,UNKNOWN,,,,6/8/2015 00:00,
5/25/2015 00:00,DOG,GOLD RETRIEVER,MALE,,,1,11/1/2014 00:00,40245,,BODY,,,,6/4/2015 00:00,
5/21/2015 00:00,CAT,,FEMALE,GRAY,GRAY,1,6/10/2015 00:00,40220,NO,BODY,,RELEASED,,6/3/2015 00:00,
5/25/2015 00:00,CAT,,,ORANGE,ORANGE,,,40245,,UNKNOWN,,,,,
5/24/2015 00:00,DOG,LABRADOR RETRIV,FEMALE,YELLOW,YELLOW,3,4/20/2015 00:00,40222,,UNKNOWN,,,,6/8/2015 00:00,
5/24/2015 00:00,DOG,,MALE,WHITE,WHITE,,,40272,,BODY,,,,6/5/2015 00:00,
5/24/2015 00:00,DOG,GREYHOUND,MALE,BRINDLE,BRINDLE,1,8/15/2015 00:00,40241,,UNKNOWN,,,,6/5/2015 00:00,
5/10/2015 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BROWN,1,5/27/2015 00:00,40219,NO,BODY,,RELEASED,,5/28/2015 00:00,
5/22/2015 00:00,DOG,BEAGLE,MALE,BLACK,BLK BRN,,,40258,,BODY,,,,6/1/2015 00:00,
5/22/2015 00:00,DOG,BOXER,MALE,RED,RED,,,40272,,HEAD,,,,6/1/2015 00:00,
5/24/2015 00:00,DOG,ROTTWEILER,MALE,BLACK,BLK BRN,,,40216,,UNKNOWN,,,,,
5/21/2015 00:00,DOG,PIT BULL,MALE,BROWN,BRN BLK,,4/8/2013 00:00,40210,NO,BODY,,RELEASED,,5/31/2015 00:00,
5/28/2015 00:00,DOG,PIT BULL,FEMALE,BLACK,BLACK,1,10/16/2014 00:00,40219,,HEAD,,,,6/9/2015 00:00,
5/23/2015 00:00,DOG,,MALE,BLACK,BLK TAN,1,7/6/2015 00:00,40258,,UNKNOWN,,,,6/3/2015 00:00,
5/29/2015 00:00,DOG,AAUST. TERR.,MALE,RED,RED,1,1/6/2015 00:00,40222,,BODY,,,,6/8/2015 00:00,
5/30/2015 00:00,DOG,BASSET HOUND,,CREAM,CREAM WHIT,3,1/14/2015 00:00,40213,,BODY,,,,6/12/2015 00:00,
5/23/2015 00:00,DOG,PIT BULL,MALE,TAN,TAN WHITE,1,8/8/2014 00:00,40206,,BODY,,,,6/8/2015 00:00,
5/28/2015 00:00,DOG,PIT BULL,FEMALE,BROWN,BRWN WHT,,,40214,,BODY,,,,,
5/27/2015 00:00,DOG,GERM SHEPHERD,MALE,BLACK,BLK BRN,3,5/8/2013 00:00,40291,,BODY,,,,6/8/2015 00:00,
5/30/2015 00:00,DOG,BOXER,FEMALE,BLACK,BLK WHT,,,40215,,BODY,,,,,
5/30/2015 00:00,CAT,,FEMALE,BLACK,BLK WHITE,,,40204,,BODY,,,,,
5/31/2015 00:00,DOG,BASSET HOUND,FEMALE,TAN,TAN,1,3/7/2015 00:00,40291,,BODY,,,,6/10/2015 00:00,
5/30/2015 00:00,CAT,,FEMALE,WHITE,WHITE,,,40160,,UNKNOWN,,,,,
5/29/2015 00:00,DOG,,MALE,WHITE,WHITE,3,10/6/2014 00:00,32162,,UNKNOWN,,,,6/8/2015 00:00,
6/2/2015 00:00,DOG,,,BROWN,BROWN WHT,,,40258,YES,UNKNOWN,,,,,
6/3/2015 00:00,DOG,CHOW CHOW,MALE,BROWN,BROWN,1,6/15/2015 00:00,40241,,BODY,,,,,
6/3/2015 00:00,DOG,BOXER,FEMALE,WHITE,WHT BRN,1,6/15/2015 00:00,40241,,BODY,,,,6/16/2015 00:00,
6/3/2015 00:00,DOG,GERM SHEPHERD,FEMALE,BLACK,BLK BRN,,,40212,,BODY,,,,6/16/2015 00:00,
6/3/2015 00:00,DOG,PIT BULL,,,,,,40211,YES,BODY,,,,,
6/4/2015 00:00,DOG,,MALE,BLACK,BLK WHT GR,,,40207,,HEAD,,,,,
6/4/2015 00:00,DOG,PIT BULL,FEMALE,GRAY,GRAY WHITE,1,7/7/2015 00:00,40208,,HEAD,,,,,
5/30/2015 00:00,CAT,,FEMALE,BLACK,BLACK,,,40220,,BODY,,,,6/15/2015 00:00,
5/31/2015 00:00,DOG,,,,,,,40220,,BODY,,,,,
6/7/2015 00:00,DOG,PUG,FEMALE,BROWN,BROWN,1,9/8/2014 00:00,40229,,HEAD,,,,6/17/2015 00:00,
6/7/2015 00:00,DOG,BLACK LAB,MALE,BLACK,BLACK,1,4/11/2015 00:00,40214,,HEAD,,,,6/17/2015 00:00,
6/5/2015 00:00,DOG,BORDER COLLIE,MALE,WHITE,WHITE,1,2/26/2015 00:00,40212,,UNKNOWN,,,,6/16/2015 00:00,
6/5/2015 00:00,DOG,,,,,,,40212,YES,BODY,,,,,
6/6/2015 00:00,DOG,BOSTON TERRIER,MALE,BLACK,BLK BRN,3,9/26/2014 00:00,40245,,UNKNOWN,,,,,
6/7/2015 00:00,DOG,COON HOUND,,,,,,40219,YES,UNKNOWN,,,,,
6/8/2015 00:00,DOG,GOLD RETRIEVER,FEMALE,BLONDE,BLONDE,3,10/1/2012 00:00,40228,,HEAD,,,,6/18/2015 00:00,
6/8/2015 00:00,DOG,,,,,,,40215,YES,BODY,,,,,
6/7/2015 00:00,DOG,,MALE,GRAY,GREY,,,40272,,UNKNOWN,,,,6/19/2015 00:00,
6/7/2015 00:00,DOG,,MALE,RED,REDDISH BR,1,5/7/2015 00:00,40291,,BODY,,,,6/18/2015 00:00,
6/7/2015 00:00,CAT,,,,,,,40219,YES,UNKNOWN,,,,,
6/8/2015 00:00,DOG,GERM SHEPHERD,,,,,,40211,YES,BODY,,,,,
6/5/2015 00:00,DOG,BEAGLE,FEMALE,RED,RED,1,2/3/2015 00:00,40258,,BODY,,,,6/15/2015 00:00,
6/4/2015 00:00,DOG,RAT TERRIER,FEMALE,BRINDLE,BRINDLE,1,6/16/2015 00:00,40272,,BODY,,,,6/15/2015 00:00,
6/3/2015 00:00,DOG,PIT BULL,MALE,BRINDLE,BRINDLE,,,40211,YES,HEAD,,,,,
6/1/2015 00:00,CAT,,MALE,ORANGE,ORANGE,,,40216,,BODY,,,,,
6/1/2015 00:00,DOG,POODLE,MALE,GOLDEN,GOLD,,,40203,,BODY,,,,,
6/6/2015 00:00,DOG,BOXER,FEMALE,BRINDLE,BRINDLE,1,3/10/2015 00:00,40226,,BODY,,,,6/16/2015 00:00,
6/9/2015 00:00,DOG,GERM SHEPHERD,FEMALE,,,1,11/5/2014 00:00,40299,,HEAD,,,,,
